T,v,vw,a,o,c,h,l,t,n,m,x,g,op,z,av,s,e,otc
,28978,131.0578,0,130.28,131.46,131.46,130.28,1672736400000,596,,0,,0,0,0,0,0,false
,30130,131.1856,0,131.36,131.13,131.44,131,1672736700000,463,,0,,0,0,0,0,0,false
,7838,131.2411,0,131.19,131.22,131.35,131.19,1672737000000,179,,0,,0,0,0,0,0,false
,14795,131.2456,0,131.21,131.1,131.32,131.09,1672737300000,225,,0,,0,0,0,0,0,false
,19138,131.03,0,131.01,131.13,131.13,130.95,1672737600000,283,,0,,0,0,0,0,0,false
,4796,130.9789,0,131.14,130.9,131.14,130.9,1672737900000,168,,0,,0,0,0,0,0,false
,6731,130.9302,0,130.92,130.94,130.97,130.9,1672738200000,144,,0,,0,0,0,0,0,false
,11158,131.111,0,131.02,131.15,131.24,131.02,1672738800000,150,,0,,0,0,0,0,0,false
,10712,131.266,0,131.22,131.3,131.3,131.17,1672739100000,122,,0,,0,0,0,0,0,false
,1732,131.2677,0,131.3,131.3,131.3,131.17,1672739400000,53,,0,,0,0,0,0,0,false
,7675,131.2547,0,131.23,131.3,131.3,131.23,1672739700000,130,,0,,0,0,0,0,0,false
,3382,131.3195,0,131.4,131.26,131.4,131.25,1672740000000,111,,0,,0,0,0,0,0,false
,6240,131.2173,0,131.23,131.24,131.29,131.15,1672740300000,133,,0,,0,0,0,0,0,false
,2807,131.1095,0,131.2,131.13,131.2,131.01,1672740600000,91,,0,,0,0,0,0,0,false
,4052,131.0027,0,131.05,130.93,131.05,130.93,1672740900000,135,,0,,0,0,0,0,0,false
,4698,130.9068,0,130.93,130.88,130.93,130.88,1672741200000,121,,0,,0,0,0,0,0,false
,12450,130.8321,0,130.84,130.8,130.92,130.8,1672741500000,200,,0,,0,0,0,0,0,false
,242,130.8009,0,130.8,130.8,130.8,130.8,1672741800000,8,,0,,0,0,0,0,0,false
,5214,130.9538,0,130.88,131,131.02,130.87,1672742400000,101,,0,,0,0,0,0,0,false
,2097,131.0378,0,131.05,131.04,131.05,131.02,1672742700000,57,,0,,0,0,0,0,0,false
,526,131.0031,0,131,131,131,131,1672743000000,28,,0,,0,0,0,0,0,false
,1145,130.998,0,130.99,131,131,130.99,1672743300000,23,,0,,0,0,0,0,0,false
,3474,130.8828,0,130.91,130.9,130.95,130.8,1672743600000,129,,0,,0,0,0,0,0,false
,4876,130.849,0,130.88,130.8,130.9,130.8,1672743900000,90,,0,,0,0,0,0,0,false
,1847,130.7594,0,130.8,130.75,130.8,130.71,1672744200000,122,,0,,0,0,0,0,0,false
,2269,130.8607,0,130.75,130.88,130.89,130.75,1672744500000,39,,0,,0,0,0,0,0,false
,1257,130.8366,0,130.83,130.85,130.85,130.83,1672744800000,25,,0,,0,0,0,0,0,false
,1142,130.8277,0,130.87,130.79,130.9,130.79,1672745100000,56,,0,,0,0,0,0,0,false
,15866,131.0239,0,130.9,130.95,131.25,130.83,1672745400000,178,,0,,0,0,0,0,0,false
,1641,130.8876,0,130.91,130.88,130.91,130.88,1672745700000,68,,0,,0,0,0,0,0,false
,11462,130.4744,0,130.83,130.2,130.84,130.11,1672746000000,323,,0,,0,0,0,0,0,false
,11148,130.183,0,130.19,130.07,130.28,130.07,1672746300000,194,,0,,0,0,0,0,0,false
,20443,130.1195,0,130.08,130.24,130.29,130.05,1672746600000,273,,0,,0,0,0,0,0,false
,8576,130.3796,0,130.37,130.38,130.4,130.35,1672746900000,86,,0,,0,0,0,0,0,false
,34670,130.1886,0,130.38,130.15,130.45,130.03,1672747200000,433,,0,,0,0,0,0,0,false
,20638,130.228,0,130.15,130.26,130.35,130.15,1672747500000,288,,0,,0,0,0,0,0,false
,15431,130.2788,0,130.21,130.38,130.38,130.2,1672747800000,253,,0,,0,0,0,0,0,false
,18859,130.5696,0,130.45,130.62,130.74,130.38,1672748100000,370,,0,,0,0,0,0,0,false
,9733,130.6278,0,130.59,130.62,130.66,130.57,1672748400000,190,,0,,0,0,0,0,0,false
,13239,130.5535,0,130.61,130.46,130.64,130.4,1672748700000,268,,0,,0,0,0,0,0,false
,16244,130.6033,0,130.5,130.62,130.66,130.5,1672749000000,255,,0,,0,0,0,0,0,false
,6323,130.5995,0,130.62,130.63,130.63,130.57,1672749300000,146,,0,,0,0,0,0,0,false
,11225,130.6985,0,130.65,130.7,130.75,130.64,1672749600000,248,,0,,0,0,0,0,0,false
,12805,130.6018,0,130.7,130.6,130.72,130.52,1672749900000,266,,0,,0,0,0,0,0,false
,7426,130.5762,0,130.65,130.5,130.65,130.5,1672750200000,166,,0,,0,0,0,0,0,false
,18007,130.4269,0,130.46,130.5,130.5,130.37,1672750500000,290,,0,,0,0,0,0,0,false
,145151,130.5051,0,130.25,130.81,131.2285,129.63,1672750800000,2005,,0,,0,0,0,0,0,false
,36295,130.5155,0,130.76,130.3,130.77,130.24,1672751100000,729,,0,,0,0,0,0,0,false
,35715,130.339,0,130.3708,130.38,130.42,130.21,1672751400000,390,,0,,0,0,0,0,0,false
,31733,130.3745,0,130.43,130.44,130.5,130.29,1672751700000,454,,0,,0,0,0,0,0,false
,40616,130.6725,0,130.48,130.7,130.88,130.48,1672752000000,560,,0,,0,0,0,0,0,false
,16998,130.5403,0,130.61,130.5,130.67,130.41,1672752300000,366,,0,,0,0,0,0,0,false
,9780,130.4907,0,130.47,130.5492,130.5492,130.41,1672752600000,222,,0,,0,0,0,0,0,false
,43077,130.6705,0,130.51,130.7,130.76,130.5,1672752900000,456,,0,,0,0,0,0,0,false
,45234,130.7447,0,130.7,130.69,130.82,130.69,1672753200000,517,,0,,0,0,0,0,0,false
,23478,130.81,0,130.76,130.85,130.87,130.75,1672753500000,383,,0,,0,0,0,0,0,false
,50616,130.9267,0,130.89,130.97,131.1,130.89,1672753800000,838,,0,,0,0,0,0,0,false
,26000,130.9407,0,130.9,130.92,131.05,130.88,1672754100000,516,,0,,0,0,0,0,0,false
,35928,130.8569,0,130.95,130.77,131,130.77,1672754400000,606,,0,,0,0,0,0,0,false
,22145,130.7573,0,130.82,130.94,130.95,130.7723,1672754700000,374,,0,,0,0,0,0,0,false
,46606,131.0519,0,130.95,131.21,131.22,130.95,1672755000000,708,,0,,0,0,0,0,0,false
,119923,131.2047,0,131.19,131.1,131.3,131.06,1672755300000,1202,,0,,0,0,0,0,0,false
,82075,131.2843,0,131.1,131.31,131.36,131.1,1672755600000,954,,0,,0,0,0,0,0,false
,295176,130.8733,0,131.31,130.29,131.31,130.25,1672755900000,2300,,0,,0,0,0,0,0,false
,3.826842E+06,129.98,0,130.28,129.84,130.6999,129.44,1672756200000,63906,,0,,0,0,0,0,0,false
,2.219751E+06,130.0435,0,129.83,130.5,130.68,129.53,1672756500000,39375,,0,,0,0,0,0,0,false
,2.082915E+06,130.5121,0,130.51,129.885,130.9,129.74,1672756800000,17446,,0,,0,0,0,0,0,false
,2.781981E+06,129.3952,0,129.88,128.5803,130.21,128.51,1672757100000,24145,,0,,0,0,0,0,0,false
,2.161583E+06,128.1495,0,128.585,127.88,128.71,127.67,1672757400000,22450,,0,,0,0,0,0,0,false
,2.142455E+06,127.4755,0,127.88,126.9336,127.98,126.88,1672757700000,22369,,0,,0,0,0,0,0,false
,2.008892E+06,126.8874,0,126.94,126.5001,127.3,126.4166,1672758000000,21794,,0,,0,0,0,0,0,false
,1.467337E+06,126.637,0,126.505,126.48,126.895,126.44,1672758300000,15863,,0,,0,0,0,0,0,false
,2.186525E+06,126.1162,0,126.475,125.915,126.5,125.7801,1672758600000,25253,,0,,0,0,0,0,0,false
,1.769471E+06,125.7805,0,125.92,125.535,126.055,125.49,1672758900000,20287,,0,,0,0,0,0,0,false
,1.558914E+06,125.7193,0,125.54,125.724,125.97,125.495,1672759200000,16928,,0,,0,0,0,0,0,false
,1.993016E+06,125.4544,0,125.72,125.46,125.83,125.23,1672759500000,21231,,0,,0,0,0,0,0,false
,2.046254E+06,125.3141,0,125.46,125.2093,125.69,125.1,1672759800000,19108,,0,,0,0,0,0,0,false
,1.889022E+06,125.216,0,125.21,125.39,125.42,125.05,1672760100000,19017,,0,,0,0,0,0,0,false
,1.521083E+06,125.604,0,125.4,125.35,125.78,125.31,1672760400000,15876,,0,,0,0,0,0,0,false
,1.244247E+06,125.4969,0,125.3692,125.6728,125.725,125.27,1672760700000,13003,,0,,0,0,0,0,0,false
,1.573968E+06,125.426,0,125.6712,125.32,125.72,125.23,1672761000000,13475,,0,,0,0,0,0,0,false
,934393,125.4947,0,125.315,125.595,125.6558,125.315,1672761300000,10764,,0,,0,0,0,0,0,false
,1.533571E+06,125.686,0,125.595,125.53,125.87,125.48,1672761600000,13355,,0,,0,0,0,0,0,false
,1.429376E+06,125.3429,0,125.525,125.08,125.65,125.05,1672761900000,13695,,0,,0,0,0,0,0,false
,2.802522E+06,124.9781,0,125.08,124.827,125.26,124.73,1672762200000,40015,,0,,0,0,0,0,0,false
,1.024546E+06,125.0341,0,124.83,125.0701,125.22,124.7607,1672762500000,10070,,0,,0,0,0,0,0,false
,1.27428E+06,125.138,0,125.07,125.225,125.46,124.92,1672762800000,11976,,0,,0,0,0,0,0,false
,831740,125.2024,0,125.22,125.345,125.4,125.02,1672763100000,8895,,0,,0,0,0,0,0,false
,1.134843E+06,125.0183,0,125.3502,125.0284,125.37,124.83,1672763400000,12048,,0,,0,0,0,0,0,false
,849170,125.0885,0,125.025,125.23,125.275,124.9,1672763700000,8670,,0,,0,0,0,0,0,false
,881776,125.1367,0,125.2501,124.966,125.35,124.96,1672764000000,8421,,0,,0,0,0,0,0,false
,948242,124.846,0,124.96,124.85,124.99,124.75,1672764300000,10683,,0,,0,0,0,0,0,false
,1.517062E+06,124.6896,0,124.86,124.5999,124.865,124.52,1672764600000,14484,,0,,0,0,0,0,0,false
,1.013019E+06,124.6368,0,124.5943,124.7425,124.82,124.49,1672764900000,12209,,0,,0,0,0,0,0,false
,762548,124.7915,0,124.75,124.73,124.87,124.71,1672765200000,8927,,0,,0,0,0,0,0,false
,906091,124.8956,0,124.725,124.93,125.04,124.69,1672765500000,9320,,0,,0,0,0,0,0,false
,667466,124.9456,0,124.925,124.9799,125.055,124.82,1672765800000,7842,,0,,0,0,0,0,0,false
,615510,124.8331,0,124.98,124.795,124.985,124.75,1672766100000,7366,,0,,0,0,0,0,0,false
,1.129771E+06,124.6464,0,124.795,124.36,124.87,124.35,1672766400000,12675,,0,,0,0,0,0,0,false
,821340,124.5564,0,124.36,124.66,124.69,124.3491,1672766700000,7547,,0,,0,0,0,0,0,false
,616786,124.7525,0,124.66,124.805,124.94,124.61,1672767000000,7147,,0,,0,0,0,0,0,false
,710146,124.7207,0,124.8,124.6258,124.87,124.59,1672767300000,8192,,0,,0,0,0,0,0,false
,529465,124.6357,0,124.625,124.66,124.73,124.5604,1672767600000,6561,,0,,0,0,0,0,0,false
,924972,124.5598,0,124.655,124.62,124.7,124.44,1672767900000,9137,,0,,0,0,0,0,0,false
,474315,124.6133,0,124.6099,124.56,124.7,124.52,1672768200000,5934,,0,,0,0,0,0,0,false
,869247,124.5275,0,124.5528,124.59,124.665,124.35,1672768500000,9893,,0,,0,0,0,0,0,false
,650308,124.5578,0,124.5999,124.7066,124.76,124.4186,1672768800000,6493,,0,,0,0,0,0,0,false
,566996,124.4904,0,124.709,124.364,124.709,124.35,1672769100000,6557,,0,,0,0,0,0,0,false
,1.371649E+06,124.3565,0,124.36,124.285,124.6,124.21,1672769400000,8991,,0,,0,0,0,0,0,false
,699332,124.2232,0,124.29,124.24,124.3,124.19,1672769700000,7758,,0,,0,0,0,0,0,false
,608098,124.274,0,124.24,124.23,124.38,124.21,1672770000000,6520,,0,,0,0,0,0,0,false
,838917,124.591,0,124.235,124.6499,124.74,124.224,1672770300000,7933,,0,,0,0,0,0,0,false
,536140,124.6448,0,124.6699,124.5701,124.72,124.54,1672770600000,6227,,0,,0,0,0,0,0,false
,724548,124.697,0,124.575,124.54,124.83,124.52,1672770900000,6764,,0,,0,0,0,0,0,false
,672340,124.5962,0,124.53,124.62,124.67,124.51,1672771200000,7027,,0,,0,0,0,0,0,false
,1.421608E+06,124.353,0,124.61,124.415,124.63,124.19,1672771500000,11621,,0,,0,0,0,0,0,false
,799145,124.5235,0,124.41,124.73,124.78,124.3,1672771800000,7902,,0,,0,0,0,0,0,false
,569944,124.7422,0,124.74,124.815,124.84,124.6092,1672772100000,5884,,0,,0,0,0,0,0,false
,799498,124.7716,0,124.82,124.77,125,124.62,1672772400000,7390,,0,,0,0,0,0,0,false
,491236,124.8062,0,124.768,124.89,124.915,124.665,1672772700000,5407,,0,,0,0,0,0,0,false
,658264,124.7447,0,124.89,124.6697,124.93,124.6408,1672773000000,6422,,0,,0,0,0,0,0,false
,553656,124.6573,0,124.67,124.52,124.82,124.48,1672773300000,6771,,0,,0,0,0,0,0,false
,590009,124.5061,0,124.52,124.5384,124.58,124.42,1672773600000,5825,,0,,0,0,0,0,0,false
,573476,124.5243,0,124.53,124.57,124.609,124.46,1672773900000,5654,,0,,0,0,0,0,0,false
,863152,124.3499,0,124.578,124.3,124.62,124.17,1672774200000,8964,,0,,0,0,0,0,0,false
,843440,124.29,0,124.3099,124.3,124.4,124.18,1672774500000,6357,,0,,0,0,0,0,0,false
,935270,124.5885,0,124.295,124.81,124.86,124.285,1672774800000,7745,,0,,0,0,0,0,0,false
,1.580219E+06,125.065,0,124.82,125.1665,125.33,124.78,1672775100000,11891,,0,,0,0,0,0,0,false
,1.048055E+06,124.8534,0,125.165,124.63,125.19,124.6,1672775400000,9212,,0,,0,0,0,0,0,false
,1.011117E+06,124.6431,0,124.635,124.6283,124.89,124.44,1672775700000,8793,,0,,0,0,0,0,0,false
,970267,124.6524,0,124.63,124.65,124.82,124.52,1672776000000,9188,,0,,0,0,0,0,0,false
,673212,124.5313,0,124.6601,124.42,124.69,124.41,1672776300000,7211,,0,,0,0,0,0,0,false
,824712,124.5917,0,124.45,124.7,124.72,124.4,1672776600000,7310,,0,,0,0,0,0,0,false
,1.328913E+06,124.9199,0,124.71,124.875,125.03,124.695,1672776900000,10884,,0,,0,0,0,0,0,false
,895899,124.71,0,124.88,124.63,124.8984,124.57,1672777200000,7925,,0,,0,0,0,0,0,false
,744376,124.6494,0,124.63,124.62,124.79,124.54,1672777500000,7654,,0,,0,0,0,0,0,false
,936861,124.8034,0,124.63,124.82,124.95,124.625,1672777800000,8133,,0,,0,0,0,0,0,false
,1.250313E+06,124.8888,0,124.82,124.895,125,124.74,1672778100000,10218,,0,,0,0,0,0,0,false
,1.193941E+06,124.904,0,124.895,124.98,125,124.77,1672778400000,10610,,0,,0,0,0,0,0,false
,1.48197E+06,124.9983,0,124.99,124.96,125.17,124.81,1672778700000,11912,,0,,0,0,0,0,0,false
,2.626763E+06,125.1631,0,124.96,125.335,125.42,124.93,1672779000000,21694,,0,,0,0,0,0,0,false
,3.129458E+06,125.1697,0,125.335,125.05,125.36,125.01,1672779300000,25499,,0,,0,0,0,0,0,false
,3.211197E+06,125.0661,0,125.05,124.98,125.13,124.85,1672779600000,1178,,0,,0,0,0,0,0,false
,288811,125.055,0,124.99,125.04,125.07,124.92,1672779900000,621,,0,,0,0,0,0,0,false
,133498,125.0436,0,125.06,124.91,125.07,124.89,1672780200000,617,,0,,0,0,0,0,0,false
,32797,124.9711,0,124.91,125.05,125.07,124.91,1672780500000,506,,0,,0,0,0,0,0,false
,19750,125.2124,0,125.05,124.98,125.05,124.97,1672780800000,370,,0,,0,0,0,0,0,false
,9218,124.9955,0,124.97,124.98,125.02,124.96,1672781100000,341,,0,,0,0,0,0,0,false
,55758,125.0509,0,124.98,125.04,125.12,124.96,1672781400000,527,,0,,0,0,0,0,0,false
,77037,125.0557,0,125.04,124.99,125.08,124.95,1672781700000,483,,0,,0,0,0,0,0,false
,18370,125.0036,0,124.99,125,125.06,124.96,1672782000000,379,,0,,0,0,0,0,0,false
,35519,125.0174,0,125,125.05,125.06,124.93,1672782300000,457,,0,,0,0,0,0,0,false
,26942,125.0175,0,125.04,125.03,125.05,125,1672782600000,362,,0,,0,0,0,0,0,false
,22512,125.1498,0,125.03,125.0207,125.08,125.02,1672782900000,300,,0,,0,0,0,0,0,false
,19120,126.6132,0,125.02,125.02,125.04,124.97,1672783200000,291,,0,,0,0,0,0,0,false
,5302,127.3507,0,125.02,124.95,125.03,124.94,1672783500000,224,,0,,0,0,0,0,0,false
,18154,124.8913,0,124.98,124.9,124.99,124.84,1672783800000,398,,0,,0,0,0,0,0,false
,5701,124.9249,0,124.9,124.94,124.95,124.9,1672784100000,219,,0,,0,0,0,0,0,false
,5094,124.9267,0,124.95,124.92,124.95,124.9,1672784400000,179,,0,,0,0,0,0,0,false
,15181,124.8997,0,124.93,124.89,124.95,124.85,1672784700000,271,,0,,0,0,0,0,0,false
,5975,124.8984,0,124.89,124.89,124.96,124.85,1672785000000,213,,0,,0,0,0,0,0,false
,4650,124.8919,0,124.8798,124.9,124.94,124.8701,1672785300000,150,,0,,0,0,0,0,0,false
,2091,124.906,0,124.9,124.8842,124.94,124.88,1672785600000,133,,0,,0,0,0,0,0,false
,6822,124.9297,0,124.88,124.9222,124.95,124.88,1672785900000,169,,0,,0,0,0,0,0,false
,2898,124.9093,0,124.93,124.9,124.93,124.9,1672786200000,100,,0,,0,0,0,0,0,false
,728,124.9089,0,124.9,124.92,124.92,124.9,1672786500000,44,,0,,0,0,0,0,0,false
,7023,124.8685,0,124.9,124.9,124.9,124.81,1672786800000,183,,0,,0,0,0,0,0,false
,3238,124.9283,0,124.8801,124.9201,124.9699,124.8801,1672787100000,156,,0,,0,0,0,0,0,false
,4965,124.8811,0,124.92,124.87,124.92,124.84,1672787400000,163,,0,,0,0,0,0,0,false
,5177,124.8865,0,124.87,124.89,124.91,124.86,1672787700000,145,,0,,0,0,0,0,0,false
,4091,124.9245,0,124.93,124.91,124.9599,124.89,1672788000000,104,,0,,0,0,0,0,0,false
,6058,124.9254,0,124.91,124.92,124.94,124.9,1672788300000,128,,0,,0,0,0,0,0,false
,2922,124.9321,0,124.9395,124.93,124.95,124.9,1672788600000,121,,0,,0,0,0,0,0,false
,1204,124.9169,0,124.9,124.93,124.93,124.9,1672788900000,63,,0,,0,0,0,0,0,false
,3095,124.9503,0,124.93,124.98,124.98,124.93,1672789200000,84,,0,,0,0,0,0,0,false
,3618,124.9391,0,124.95,124.95,124.95,124.92,1672789500000,85,,0,,0,0,0,0,0,false
,1030,124.9513,0,124.96,124.94,124.96,124.94,1672789800000,51,,0,,0,0,0,0,0,false
,3321,124.9483,0,124.949,124.96,124.96,124.94,1672790100000,129,,0,,0,0,0,0,0,false
,4797,124.9681,0,124.97,124.97,124.98,124.95,1672790400000,128,,0,,0,0,0,0,0,false
,3831,124.9762,0,124.98,124.98,124.98,124.95,1672790700000,138,,0,,0,0,0,0,0,false
,6908,124.9583,0,124.97,124.95,124.98,124.95,1672791000000,146,,0,,0,0,0,0,0,false
,3035,124.9507,0,124.95,124.96,124.96,124.95,1672791300000,121,,0,,0,0,0,0,0,false
,12373,125.032,0,124.97,125.02,125.1,124.97,1672791600000,170,,0,,0,0,0,0,0,false
,2842,125.0705,0,125.05,125.1,125.1,125.04,1672791900000,68,,0,,0,0,0,0,0,false
,7613,125.0618,0,125.09,125.02,125.12,125.02,1672792200000,153,,0,,0,0,0,0,0,false
,4801,125.025,0,125.01,125,125.05,125,1672792500000,144,,0,,0,0,0,0,0,false
,3280,125.0128,0,125,124.98,125.04,124.98,1672792800000,147,,0,,0,0,0,0,0,false
,15981,124.9882,0,125,125.03,125.05,124.93,1672793100000,195,,0,,0,0,0,0,0,false
,10871,125.0003,0,125.03,124.98,125.03,124.96,1672793400000,192,,0,,0,0,0,0,0,false
,29601,125.0479,0,125.01,125,125.1001,124.92,1672793700000,317,,0,,0,0,0,0,0,false
,34943,126.2575,0,125.9,126.35,126.4,125.66,1672822800000,595,,0,,0,0,0,0,0,false
,17132,126.3261,0,126.36,126.3,126.4,126.28,1672823100000,385,,0,,0,0,0,0,0,false
,23012,126.2596,0,126.26,126.33,126.35,126.1,1672823400000,469,,0,,0,0,0,0,0,false
,5943,126.2922,0,126.23,126.28,126.33,126.23,1672823700000,201,,0,,0,0,0,0,0,false
,6622,126.2592,0,126.26,126.21,126.3,126.21,1672824000000,168,,0,,0,0,0,0,0,false
,7785,126.1526,0,126.24,126.15,126.24,126.1,1672824300000,229,,0,,0,0,0,0,0,false
,5555,126.1519,0,126.1,126.25,126.25,126.07,1672824600000,174,,0,,0,0,0,0,0,false
,3879,126.2733,0,126.27,126.29,126.3,126.21,1672824900000,104,,0,,0,0,0,0,0,false
,5283,126.2605,0,126.27,126.18,126.3,126.18,1672825200000,162,,0,,0,0,0,0,0,false
,11031,126.3178,0,126.2,126.37,126.4,126.2,1672825500000,219,,0,,0,0,0,0,0,false
,3761,126.353,0,126.37,126.3,126.38,126.3,1672825800000,94,,0,,0,0,0,0,0,false
,1722,126.2483,0,126.29,126.24,126.3,126.21,1672826100000,60,,0,,0,0,0,0,0,false
,6863,126.264,0,126.21,126.38,126.38,126.2,1672826400000,101,,0,,0,0,0,0,0,false
